center,left,right,steering,throttle,brake,speed
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_09_294.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_09_294.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_09_294.jpg,0.4948517,0,0,15.40027
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_09_366.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_09_366.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_09_366.jpg,0.2816487,0,0,15.29628
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_09_433.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_09_433.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_09_433.jpg,0.06659567,0,0,14.96325
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_09_513.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_09_513.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_09_513.jpg,0,0.2293333,0,14.90754
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_09_580.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_09_580.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_09_580.jpg,0,0.4387271,0,15.27536
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_09_650.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_09_650.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_09_650.jpg,0,0.3668551,0,15.61545
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_09_723.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_09_723.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_09_723.jpg,0,0.1598057,0,15.54755
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_09_793.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_09_793.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_09_793.jpg,0,0,0,15.44002
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_09_866.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_09_866.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_09_866.jpg,0,0,0,15.31264
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_09_948.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_09_948.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_09_948.jpg,0,0,0,15.19058
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_10_025.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_10_025.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_10_025.jpg,0,0.2343988,0,15.20604
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_10_098.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_10_098.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_10_098.jpg,0,0.4643745,0,15.56176
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_10_169.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_10_169.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_10_169.jpg,0,0.6791893,0,15.97391
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_10_244.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_10_244.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_10_244.jpg,0,0.9047003,0,16.67376
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_10_320.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_10_320.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_10_320.jpg,0,0.6787305,0,17.06412
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_10_392.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_10_392.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_10_392.jpg,0,0.4622197,0,17.48803
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_10_462.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_10_462.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_10_462.jpg,0.15,0.2510659,0,17.63886
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_10_532.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_10_532.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_10_532.jpg,0.3,0.04074416,0,17.6777
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_10_599.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_10_599.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_10_599.jpg,0.4243129,0,0,17.43089
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_10_690.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_10_690.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_10_690.jpg,0.165754,0,0,17.33269
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_10_753.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_10_753.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_10_753.jpg,0,0,0,17.11751
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_10_824.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_10_824.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_10_824.jpg,0,0,0,16.97781
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_10_893.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_10_893.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_10_893.jpg,0,0.1442394,0,16.96674
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_10_963.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_10_963.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_10_963.jpg,0,0.3523852,0,17.0957
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_11_031.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_11_031.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_11_031.jpg,0,0.4229642,0,17.31937
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_11_099.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_11_099.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_11_099.jpg,0,0.2185932,0,17.42176
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_11_167.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_11_167.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_11_167.jpg,0,0.01553421,0,17.40452
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_11_235.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_11_235.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_11_235.jpg,0,0.2206139,0,17.36961
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_11_307.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_11_307.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_11_307.jpg,0,0.4361458,0,17.5515
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_11_375.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_11_375.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_11_375.jpg,0,0.6415491,0,17.8587
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_11_443.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_11_443.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_11_443.jpg,0,0.8443982,0,18.48434
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_11_512.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_11_512.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_11_512.jpg,0,1,0,19.05792
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_11_580.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_11_580.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_11_580.jpg,0,1,0,19.67338
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_11_647.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_11_647.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_11_647.jpg,0,1,0,20.48432
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_11_715.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_11_715.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_11_715.jpg,0,1,0,21.08925
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_11_786.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_11_786.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_11_786.jpg,0,0.8606684,0,21.85122
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_11_874.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_11_874.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_11_874.jpg,0.15,0.5980207,0,22.37622
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_11_960.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_11_960.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_11_960.jpg,0.35,0.3390554,0,22.59223
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_12_048.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_12_048.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_12_048.jpg,0.1931508,0.07539554,0,22.5787
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_12_130.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_12_130.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_12_130.jpg,0,0,0,22.40202
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_12_212.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_12_212.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_12_212.jpg,0,0.0590163,0,22.21723
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_12_294.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_12_294.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_12_294.jpg,0,0.307693,0,22.21259
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_12_378.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_12_378.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_12_378.jpg,0,0.5590791,0,22.44968
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_12_445.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_12_445.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_12_445.jpg,0,0.4865446,0,22.83621
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_12_518.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_12_518.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_12_518.jpg,0,0.2693641,0,22.95684
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_12_595.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_12_595.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_12_595.jpg,0,0.03806816,0,22.93457
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_12_673.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_12_673.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_12_673.jpg,0,0.1538856,0,22.78792
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_12_744.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_12_744.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_12_744.jpg,0,0.3657197,0,22.88586
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_12_817.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_12_817.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_12_817.jpg,0,0.2973534,0,23.01935
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_12_885.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_12_885.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_12_885.jpg,0,0.09173448,0,23.02816
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_12_954.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_12_954.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_12_954.jpg,0,0,0,22.90384
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_13_038.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_13_038.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_13_038.jpg,0,0.186157,0,22.77813
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_13_120.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_13_120.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_13_120.jpg,0,0.4296569,0,22.89088
C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\center_2017_11_30_12_52_13_205.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\left_2017_11_30_12_52_13_205.jpg,C:\Users\monst\Desktop\Self_Study\Self_Driving\ML\proj3\CarND-Behavioral-Cloning-P3-master\data\IMG\right_2017_11_30_12_52_13_205.jpg,0,0.3073327,0,23.19616
